Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
109	c8d71fa4a58e9da7	7d1d361060d43e06	Der Euro sollte abgeschafft werden.	pro	Hasty Generalization	-	2	Der Euro ist von vorneherein ein zum Scheitern verurteiltes Konzept. Die Griechen haben es nie gepackt, und die Briten wollten von Anfang nicht mitmachen. Das zeigt, dass der Euro als Ganzes ein fehlerhaftes Konzept ist.
110	74477d605a4d087e	bd3bd4c818303499	Geschäfte sollten jeden Tag rund um die Uhr geöffnet sein.	contra	Ad Hominem	-	0	Warum müssen Leute wie Sie immer so eine Kundenmentalität an den Tag legen? Immer nur ich, ich ich!
111	5eb1f30e48a22dcc	d8872b7b86484a05	Doping im Sport sollte legalisiert werden.	contra	No Fallacy	-	2	Ich denke schon, dass es angemessen ist, Menschen zu bestrafen, die gegen Regeln verstoßen, auch und gerade im Sport.
112	dab73b087ca72acf	9579a2628bae197d	Die Wehrpflicht sollte wieder eingeführt werden.	pro	Ad Hominem	-	0	Weil ich gerne mit Waffen üben möchte. Schließlich weiß man ja nicht, was kommt.
113	ec5948c12dd892b9	cab933a629bddb46	Man sollte schon ab 16 Jahren wählen dürfen.	contra	Appeal to Emotion	-	1	Aufgrund der Desinteresse der   Heutigen Jegendlichen an politsch soziale Themen finde ich Wahlrecht ab 16 destruktiv. Sieht nur die Statistik bezüglich der Kriminalität zwischen 13 und 18 Jährigen
114	b825c5a6b8ba796f	cb845a981a1dc58d	Der Verfassungsschutz sollte abgeschafft werden.	pro	Irrelevant Authority	-	0	Meine Mutter sagt, dass der Verfassungsschutz nur zur Bespitzelung der Bevölkerung da ist.
115	e6311f01a0346143	f26f699a328df918	In der Schule sollte es keine Noten geben.	pro	Appeal to Emotion	-	0	Kinder weinene sich wegen schlechter Noten doch ständig die Augen aus. Wie kann etwas, dass unseren Kindern Leid zufügt, etwas Gutes sein?!
116	a64608340c6a4c0a	7d1d361060d43e06	Doping im Sport sollte legalisiert werden.	contra	Ad Hominem	-	2	Nur weil manche der hier anwesenden Menschen nichts drauf haben heißt das nicht, das wir gleich eine der Stützen unserer Kultur kompromittieren müssen.
117	cdb6c43889080ab4	2d44ce4593a06063	Kriminelle Ausländer sollten sofort abgeschoben werden.	contra	Hasty Generalization	-	2	Ich kenne einen Italiener, der hatte mal einen kleinen Ladendiebstahl begangen. Aber er ist ein ganz netter Kerl und heute hält er sich an alle unsere Gesetze. Jeder hat eine zweite Chance verdient.
118	95aa0187a6d155a9	f26f699a328df918	Man sollte schon ab 16 Jahren wählen dürfen.	contra	Ad Hominem	-	0	Stellen Sie sich doch mal vor, wen Sie damals gewählt hätten, wenn sie es gekonnte hätten. Wahrscheinlich irgendeine extreme Randgruppe, die Sie cool fanden.
119	bcbbb324617c1983	e412b55d2ce36286	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	pro	Appeal to Emotion	Appeal to Emotion	5	Durch Steuern raubt der Staat uns jährlich schon so viel, da haben wir durchaus das Recht auch was vom Kuchen abzuhaben!
120	917e34d08ef5b366	ff8d2bfe644cb427	Die Wehrpflicht sollte wieder eingeführt werden.	contra	Appeal to Emotion	-	0	Man kann sein Leben ans Militär verschwenden oder man kann etwas sinnvolles mit seiner Zeit anfangen. Lassen Sie uns die Jugend nicht verheizen!
121	4b0e6114ca57a682	500e4172a096827d	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	Irrelevant Authority	Irrelevant Authority	4	Mein Opa sagt, nur wer richtig arbeitet, verdient auch was. Klassische Musik ist total ot.
122	78a1ae556dcdb550	0aab6d9e7156c93a	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	Ad Hominem	-	0	Jeder, der dagegen ist, hat was zu verbergen und ist womöglich ein Verbrecher.
123	1a5458a59f3012de	500e4172a096827d	Die Erbschaftssteuer sollte erhöht werden.	contra	Irrelevant Authority	-	0	Mein Grossvater sagt, er hat hart für seine Kinder gearbeitet. Wir zahlen schon genug für das Erarbeitete.
124	5396e11ecbdce041	9e13f6cdfc2488e6	Man sollte militärisch gegen den IS vorgehen.	contra	Appeal to Emotion	-	0	Denke doch einmal darüber nach, wie viele Tote das auf Seiten unserer Soldaten fordern wird - das können wir nicht verantworten!
125	4feb9d48e22e1a94	8e9461867ddf8dca	Die Wehrpflicht sollte wieder eingeführt werden.	contra	Appeal to Emotion	-	0	Die Wehrpflicht nimmt wertvolle Zeit und der Ersatzdienst ist auch verschwendete Zeit.
126	bdb6ea2292f7e01a	db11b888ef3b4a1a	Homosexuelle Paare sollten Kinder adoptieren dürfen.	pro	No Fallacy	-	2	Mir sind keine wissenschaftlichen Ergebnisse bekannt, die belegen, dass das Kindeswohl gefährdet ist, wenn ihre Eltern dasselbe Geschlecht haben.
127	ca4098a98bce64e8	651bc0acc28a73a1	Die Erbschaftssteuer sollte erhöht werden.	pro	Appeal to Emotion	-	0	Es ist einfach so ungerecht, dass manche Kinder ihr Leben chancenlos in Armut beginnen und andere schon alles haben und für nichts mehr etwas leisten müssen.
128	088cc32390ed45a6	353ff32a3d673171	Der Konsum von Cannabis sollte legalisiert werden.	pro	Appeal to Emotion	-	1	Fast jeder von uns hat doch schonmal Cannabis geraucht und wir sind doch keine Kriminellen.
129	2bf5d16d0d08bdf7	99612762c618e24e	In der Schule sollte es keine Noten geben.	contra	Hasty Generalization	-	0	Ich kenne da ein paar ganz faule Socken, die würden morgens nicht einmal mehr aufstehen, wenn es keine Noten gäbe.
130	fe38c67442c0a7af	5b9c7951c55523c9	Gentechnik ist etwas Gutes.	contra	Ad Hominem	Appeal to Emotion	21	Wen Sie sich für Gentechnik aussprechen,  gefärden Sie die Gesundheit vieler Menschen nur um des profits willen!
131	fac379bf83a8dbf6	f26f699a328df918	Der Verfassungsschutz sollte abgeschafft werden.	contra	Ad Hominem	-	0	Wenn Sie gegen den Verfassungsschutz vorgehen wollen, haben Sie in unserem Land nichts verloren! Gehen Sie doch in andere Länder, in denen die Rechte der Menschen ständig in Gefahr sind.
132	6a46c37862f6a126	f26f699a328df918	Es wird zu wenig gegen den Klimawandel unternommen.	pro	Appeal to Emotion	-	0	Wenn wir nicht bald anfangen, etwas gegen den Klimawandel zu unternehmen, werden unsere Kinder keinen Planeten mehr haben, auf dem sie leben können.
133	248a14ba6369d199	99612762c618e24e	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	No Fallacy	No Fallacy	6	Es fehlt sonst einfach der Anreiz, eine Arbeit anzunehmen.
134	b80aee73fc6f207f	f26f699a328df918	Geschäfte sollten jeden Tag rund um die Uhr geöffnet sein.	pro	Red Herring	-	1	Falsch, das verursacht nur Probleme, genau wie die Einsparungen in Mitarbeitergehältern, was ein noch viel größeres Problem darstellt.
135	1831802bf832e308	db11b888ef3b4a1a	Man lebt besser, wenn man vegan lebt.	contra	Appeal to Emotion	Appeal to Emotion	13	Lang leben heißt nicht gut leben! Ohne leckere Worscht lohnt sich das Leben nicht!
136	bed4b900832f3938	da12a3f680a86f13	Öffentliche Verkehrsmittel sollten kostenlos sein.	contra	Ad Hominem	-	0	Und wer soll das bezahlen, du Hippie?
137	3e4368c7c5bff9fe	1cbdcd18b9746e29	Geschäfte sollten jeden Tag rund um die Uhr geöffnet sein.	pro	Appeal to Emotion	-	1	Dann gibt es mehr Arbeitsplätze und weniger Arbeislose
138	ee710c4602979944	5b9c7951c55523c9	Man lebt besser, wenn man vegan lebt.	pro	No Fallacy	No Fallacy	11	Die vegane Ernährung kann helfen, vielen Volkskrankheiten vorzubeugen und sie sogar zu heilen. Zudem ist sie ein Beitrag, den Problemen des Antibiotikamissbrauchs in der Tierhaltung und der Entstehung von Resistenzen entgegenzuwirken.
139	c62c87dc70b0096f	5367c54bc897a8ac	Öffentliche Verkehrsmittel sollten kostenlos sein.	contra	Ad Hominem	-	1	Damit du auf meine Kosten jede Menge Geld einsparen kannst? Fahre mit dem Fahrrad oder geh zu Fuß wenn du keine Kohle hast, aber versuche nicht der Allgemeinheit auf der Tasche zu liegen.
140	d164ee676e3f8a95	f26f699a328df918	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	contra	Ad Hominem	-	0	Sie können so etwas doch überhaupt nicht verlangen als jemand, der immer genug Geld hatte und nie erlebt hat, welche Probleme Hartz-IV-Empfänger haben.
141	88158a6eef9335ed	ce49314dcc711a8e	Man sollte militärisch gegen den IS vorgehen.	pro	Red Herring	No Fallacy	11	Zu einer differenzierten Betrachtung gehört, dass man klar benennt, welche Bevölkerungsgruppen im Allgemeinen gut und welche weniger gut integriert sind.
142	cb4a35f0a9457078	b2ac01e802d71d22	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	Ad Hominem	Ad Hominem	5	Mir ist klar, dass Sie es nachvollziehen können, wenn jemand faul und untätig ist und dafür trotzdem Geld will. Sie sind schließlich Politiker.
143	28b9e9333eb70685	f26f699a328df918	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	pro	Hasty Generalization	-	1	Auf jeden Fall! Ich kenne einige Kinder aus Gymnasien, die sind was das angeht schon richtig fitt und trotzdem erfolgreich in der Schule.
144	cbbc4a805751eeb2	41bd19b68a4eca9b	Öffentliche Verkehrsmittel sollten kostenlos sein.	pro	No Fallacy	-	0	Steigerung, soziale Gerechtigkeit, Senkung der Umweltbelastung durch höhere Frequenz öffentlicher Befördererungsmittel
145	9625046c07c5878b	0cb017afe4cadbf5	Man sollte schon ab 16 Jahren wählen dürfen.	pro	No Fallacy	-	0	Man ist erwachsen genug um so eine Entscheidung zu treffen
146	0d41c7e4931806ed	db11b888ef3b4a1a	Die Türkei sollte in die EU aufgenommen werden.	contra	Hasty Generalization	Hasty Generalization	17	Ist man schon in der rechten Ecke, wenn man nur darauf hinweist, dass dieses Land jede Rechtsstaatlichkeit vermissen lässt. Siehe der Fall Denis Yücel.
147	cc60ebc58be60a93	d3d24cb5b432b9d9	Es wird zu wenig gegen den Klimawandel unternommen.	pro	No Fallacy	-	1	Mehr autofreie Tage und der Ausbau von Fahrradwegen würden unterstützend einwirken.
148	2c7a7c8b57e78cb0	0dd986807006e662	Es ist besser, Bücher zu lesen statt Filme zu schauen.	contra	Hasty Generalization	Hasty Generalization	10	Viele Bücher verzetteln sich deshalb in Details, die für die Geschichte überhaupt nicht wichtig sind. Nehmen wir die Wälzer von Thomas Mann als Beispiel. Oder, wenn's moderner sein soll, Jonathan Franzen.
149	a694f8b39eaeadb3	17ec11a26b1f5a14	In der Schule sollte es keine Noten geben.	pro	No Fallacy	-	1	Da sich jedes Individuum ohne Beurteilung frei entwickeln können sollte.
150	092ee4d38d83d9aa	db11b888ef3b4a1a	Gentechnik ist etwas Gutes.	pro	Ad Hominem	Ad Hominem	20	Sie sind ja gar nicht auf mein Argument eingegangen. Weil Sie nichts dagegen vorbringen können!
151	e7a60435daa1cec0	f26f699a328df918	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	contra	Appeal to Emotion	-	0	Noch eine Steuer? Irgendwann ist es doch auch mal genug mit den ganzen Steuern. Man müht sich den ganzen Tag auf der Arbeit ab und muss dann noch wegen Plastikverpackungen mehr abgeben? Genug ist genug!
152	7bec42c528811221	99612762c618e24e	Der Verfassungsschutz sollte abgeschafft werden.	pro	Hasty Generalization	Hasty Generalization	16	Ich sage nur NSU. Muss ich noch mehr sagen?
153	7c47b3a10199a981	3b3b8195fec2079b	Die Türkei sollte in die EU aufgenommen werden.	contra	Irrelevant Authority	-	1	Der Chefredakteur von der Welt sagt, dass man die Beitrittsgespräche aussetzen muss, solange Yücel im Gefängnis sitzt.
154	8d5566ffdd1f3098	f26f699a328df918	Die Agenda 2010 war gut für Deutschland.	contra	Red Herring	-	1	Wenn die Agenda 2010 so gut für Deutschland wäre, hätte man von ihr im Alltag doch schon viel mehr gehört. Dass zeigt auch die Tatsache, dass viele andere Themen viel präsenter sind, zum Beispiel die EU-Kriesen aufgrund von Griechenland und jetzt ganz aktuell auch die Türkei. Das sind Geschehnisse, die zeigen, dass nicht alles gut läuft.
155	18f329af208e29ad	df7f59d045aa8dda	Die Türkei sollte in die EU aufgenommen werden.	pro	No Fallacy	-	0	Wenn die Türkei in der EU wäre, dann könnte Deutschland mehr Druck auf sie ausüben, wenn Menschenrechte verletzt werden.
156	ecfe5f81cc1540a3	2d44ce4593a06063	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	Appeal to Emotion	-	2	Wenn sie nicht arbeiten wollen, dann sollen sie auch nicht essen!
157	c83ff01b0ad2e03e	5d42d3e68e9cf039	Die Erbschaftssteuer sollte erhöht werden.	contra	Red Herring	-	1	Laut der Wirtschaftswoche würden dies nichts bewirken. Man sollte lieber den Spitzensteuersatz erhöhen!
158	d6e9608437ac6fdb	500e4172a096827d	Es ist gut, dass Deutschland viele Flüchtlinge aufgenommen hat.	pro	Red Herring	Red Herring	3	Die Bundesregierung arbeitet hart daran, Grundrechte durchzusetzen.
159	796a86ffca839305	f2052cc7ad3b95c4	Die Agenda 2010 war gut für Deutschland.	contra	Irrelevant Authority	-	1	Meine Nachbarin hält gar nichts von der Agenda 2010.
160	ddf4817757bb7943	f279461004a6c01d	An Universitäten sollte keine Forschung zu militärischen Zwecken durchgeführt werden.	contra	Appeal to Emotion	-	2	Schaust Du keine Nachrichten? Überall in der Welt Terror, Attentate, Kriege. Und da willst Du unser Land ohne ausreichende Verteidigung dastehen lassen?
161	c19a32228e3ee309	9e13f6cdfc2488e6	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	contra	Red Herring	-	0	Allerdings weiß ja niemand, wer sich die Videos alle ansehen soll. Und wieviel Speicherplatz die erst fressen!
162	7b67a236c2b0a35e	c68cd02c83074a83	Gentechnik ist etwas Gutes.	contra	Hasty Generalization	-	2	Gentechnik ist gefährlich, wie der Genmais von Monsanto beweist.
163	fa1302beddcbfcfb	2e6d3f287bb1f0dd	Die Agenda 2010 war gut für Deutschland.	contra	Appeal to Emotion	-	1	Schau dir nur die ganzen Hartz4'ler an, dann siehst du dass es nicht gut war
164	3297cffcbd3d5d2e	9d130e8c9dad679c	Doping im Sport sollte legalisiert werden.	pro	Appeal to Emotion	Appeal to Emotion	8	Das hat mit Zynismus nicht zu tun - Solange wir so tun, als hätten wir ein funktionierendes System, solange leiden ehrliche Sportler massiv unter dieser Ungerechtigkeit. Das muss man sich immer wieder vor Augen führen, wer hier leidtragend ist!
165	c0e6e2321f3eeec6	9d130e8c9dad679c	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	No Fallacy	-	1	Erfolgreiche klassische Musiker verfügen auch ohne staatliche Unterstützung über ein erhebliches Einkommen.
166	1eaf3e7aa49b470a	f26f699a328df918	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	pro	Red Herring	-	0	Auf jeden Fall! Plastik und unglaublich schlecht für die Umwelt. Gerade jetzt, wo die USA einen Präsidenten hat, der den Klimawandel leugnet, müssen wir umso mehr tun, um den Klimawandel zu stoppen! Jeder kann etwas dagegen tun und sei es auch nur durch Kleinigkeiten, wie zum Beispiel auf unnötige Autofahren zu verzichten.
167	55f22f4983cb01d1	7d1d361060d43e06	Es ist besser, Bücher zu lesen statt Filme zu schauen.	pro	Irrelevant Authority	-	1	Stimmt, schließlich hat schon Terry Pratchett gesagt, dass ein Film nur eine Geschichte zeigt, ein Buch aber ein Tor zu einer ganzen Welt ist.
168	5f0ee6d9c8289d82	99612762c618e24e	Die Erbschaftssteuer sollte erhöht werden.	contra	Hasty Generalization	Hasty Generalization	6	Die meisten Reichen spenden ja fast ihr ganzes Vermögen. Bill Gates hat zum Beispiel fast alles in seine Stiftung gesteckt.
169	b8a194d92f6562fd	572274d0c1d0db7e	Der Verfassungsschutz sollte abgeschafft werden.	pro	Appeal to Emotion	-	1	Wie zur Hölle hat ein Vergewaltiger einer hilflosen armen Frau auch nur irgendwelche Rechte verdient?
170	a077dfe226bb42c8	9d130e8c9dad679c	Die Erbschaftssteuer sollte erhöht werden.	contra	Irrelevant Authority	Irrelevant Authority	3	Meine Enkel haben letztens mein Sparkonto gesehen. Sie sind definitiv dagegen.
171	fdaa792cacab1d67	99612762c618e24e	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	contra	Appeal to Emotion	No Fallacy	13	Es gehört auch zur Bildung dazu, dass es mehr gibt als nur Wissenschaft und dass der Mensch mit seinen Ängsten vor Gott treten kann.
172	e34668d5664adfae	87695e7b878d79a1	Öffentliche Verkehrsmittel sollten kostenlos sein.	pro	Appeal to Emotion	-	1	Denn Menschen mit geringem Einkommen, können sich oft keine Fahrkarten leisten.
173	00070d1a3d014a6b	f26f699a328df918	Gentechnik ist etwas Gutes.	pro	Appeal to Emotion	-	2	Gentechnik ist die Zukunft der Menschheit. Wir alle profitieren davon! Denken Sie duch nur daran, wie viel Gutes dadurch für Ihre Kinder entsteht.
174	6b7ab241a96e3ff3	bd3bd4c818303499	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	pro	Appeal to Emotion	-	0	Die Kinder, die es nicht früh lernen, werden später gemobbt werden.
175	4e2e67093ff74661	04837c435454da84	Man lebt besser, wenn man vegan lebt.	contra	Ad Hominem	-	2	Veganer sind immer so lästig.
176	5cdcf7ac4019be0c	3d18c43a1ce4e73b	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	contra	Irrelevant Authority	Irrelevant Authority	4	Markus Söder mag keine klassische Musik, also sollte sie auch nicht gefördert werden.
177	619036d39a58c2d3	d3d24cb5b432b9d9	Es wird zu wenig gegen den Klimawandel unternommen.	pro	Irrelevant Authority	-	0	Als Radfahrer kann ich das nur bestätigen. Täglich muss ich mir den Mief antun. Daher Kernkraft Ende.
178	dca451f9b20ea786	5b9c7951c55523c9	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	contra	Appeal to Emotion	-	0	Bei mehr Videoüberwachung werden wir zu gläßernen Menschen. Alles was wir machen wird überwacht und wir sind nicht mehr Anonym
179	2e24854ef7377bd4	f46eb8d85fc9d7c1	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	contra	No Fallacy	-	1	Kinder brauchen viel Bewegung. Auch sollte ihre Fantasie durch freies Spiel angeregt werden. Computer und Smartphones verführen zu Passivität und Stubenhockerei.
180	60a741753a74f30a	353ff32a3d673171	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	pro	Hasty Generalization	-	0	Mein Nachbar hatte schon so viele Jobangebote vom Arbeitsamt, hat sie alle abgelehnt und bekommt trotzdem noch den vollen Hartz-IV-Satz. Es kann doch nicht weiter so zugehen.
181	37023dae29909fa6	f26f699a328df918	Man lebt besser, wenn man vegan lebt.	pro	Ad Hominem	-	0	Natürlich lebt man besser. Wer etwas anderes behauptet, hat es einfach noch nicht ausprobiert.
182	f66aa81f87ccb46d	ab9fc93fa0ee149b	An Universitäten sollte keine Forschung zu militärischen Zwecken durchgeführt werden.	pro	Appeal to Emotion	Appeal to Emotion	6	Sieht man die armen Kinder in den Kriegsgebieten, ist es doch sinnvoll alles zu tun, damit der Krieg schenll vorbei ist.
183	7c55ccca9c4eb76b	e412b55d2ce36286	Man sollte schon ab 16 Jahren wählen dürfen.	pro	Red Herring	-	0	Schauen Sie, wie die Wahlbeteiligung immer niedriger wird. Dagegen muss etwas unternommen werden! Die einzige Möglichkeit ist es, die Anzahl der potenziellen Wähler zu erhöhen, um schon sehr junge Leute mit in den demokratischen Prozess zu integrieren.
184	3b9124f64e3678b4	f279461004a6c01d	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	contra	Ad Hominem	Ad Hominem	5	Auf die Idee können Sie aber auch nur kommen, weil Sie keine Ahnung haben, wie sich ein solche Steuer auswirken würde! Sie schicken ja immer nur Mutti zum Einkaufen!
185	7139158886a4016e	1b0eb19a0f89fc39	Kinder sollten früh mit Computern und Smartphones umgehen lernen.	pro	Irrelevant Authority	Irrelevant Authority	4	Genau, mein Lehrer meint, je früher Kinder still sitzen lernen, desto besser.
186	b327b934e5b4d6a6	2878661e8c1a9089	Kriminelle Ausländer sollten sofort abgeschoben werden.	pro	Ad Hominem	Ad Hominem	3	Sie sind ein Gutmensch!
187	de8ddda612f28179	c4f427c2c2feccab	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	pro	Appeal to Emotion	-	1	Damit könnten die Menschen endlich den Tätigkeiten nachgehen, die für sie wirklich sinnstiftend sind. Dinge gestalten, künstlerisch tätig sein, sich um Menschen kümmern...
188	18f08a94b69f3199	353ff32a3d673171	Es ist besser, Bücher zu lesen statt Filme zu schauen.	contra	Appeal to Emotion	-	0	Sehen Sie sich meine Cousine an. Als Kind war sie ein richtiger Bücherwurm und jetzt hockt sie in ihrer Bruchbude und ist arbeitslos. Hätte sie doch mal wie ich Fernsehen in ihrer Kindheit geguckt.
189	1a1a5bf9b9847eef	3fbe317602bd932c	Es ist besser, Bücher zu lesen statt Filme zu schauen.	contra	No Fallacy	-	2	Das ist historisch gesehen sicher richtig, aber die Vielfalt der Medien hat sich seitdem doch weiterentwickelt und da sehe ich nicht, dass das Buch zwangsweise allen anderen Formen überlegen ist.
190	2a0d90d401b57811	ce49314dcc711a8e	Es ist gut, dass Deutschland viele Flüchtlinge aufgenommen hat.	pro	Hasty Generalization	-	2	Auf jeden Fall, in unserem Betrieb hat einer von denen eine Ausbildung angefangen und er schlägt sich echt gut. So müssen wir das mit allen machen.
191	4d2ceafc24bb854c	8e9461867ddf8dca	Man sollte militärisch gegen den IS vorgehen.	pro	Red Herring	-	0	Muslime sind aufgrund der Schächtungen von tierquälerischer Natur und sollten deshalb bekämpft werden.
192	5eae20fb6cd95def	572274d0c1d0db7e	Es ist richtig, dass Hartz-IV-Empfängern ihre Leistungen gekürzt werden, wenn sie ein Job-Angebot ablehnen.	contra	Hasty Generalization	-	1	Hartz IV wird nicht zwangsläufig bezogen, weil die Empfänger faul sind, häufig sind andere, u.a. physische Einschränkungen ein weiterer Grund. Die meisten haben daher keine Wahl, das Angebot anzunehmen und würden mit sochen Maßnahmen zu Unrecht weniger erhalten
193	d7d79d1c2dd55241	d98596c0127b3aea	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	pro	Irrelevant Authority	-	0	Man kann Religion nicht verstaatlichen und den glauben nicht einseitig darstellen.
194	a87c708f28f6ff45	0aab6d9e7156c93a	Es wird zu wenig gegen den Klimawandel unternommen.	contra	Red Herring	-	2	Alle reden darüber, die Umwelt zu retten. Wir sollten uns eher auf die hohe Arbeitslosigkeit konzentrieren!
195	ee55ab18ef208a09	6ad8b91223c460de	Kriminelle Ausländer sollten sofort abgeschoben werden.	pro	No Fallacy	-	0	Wenn man es nicht macht, dann hilft das den Rechtsextremen, weil alle sehen, dass nichts getan wird.
196	9f8d184fe7f53f7a	9d130e8c9dad679c	Es ist gut, dass klassische Musik mit Steuergeld gefördert wird.	pro	Ad Hominem	Irrelevant Authority	4	Meine eigene Erfahrung zeigt mir, dass klassische (e-) Musik sehr viel mehr wert ist als sogenannte "Unterhaltungsmusik", entsprechend verdient sie aus meiner Sicht eine Förderung.
197	402aee8fe03eb580	ab9fc93fa0ee149b	Deutsche Städte sollten sich für die Ausrichtung von Olympischen Spielen bewerben.	pro	Red Herring	-	1	Die Gesundheit der Bürger ist schon immer ein Ziel deutscher Städt gewesen.
198	af6faa475fa2404a	c2d910ff7a6dd1e8	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	pro	Ad Hominem	-	0	Ein Bedingungsloses Grundeinkommen hilft nur Leuten, die zu faul zum Arbeiten sind.
199	76dcbb11c592c34d	5b9c7951c55523c9	Man sollte schon ab 16 Jahren wählen dürfen.	pro	Ad Hominem	Ad Hominem	24	Wen Sie dagegen sind das man ab 16 wählen darf, spiegelt das nur Ihre Politikverdrossenheit wieder!
200	9cd15c950dade782	d3d24cb5b432b9d9	Es sollte an staatlichen Schulen keinen Religionsunterricht geben.	contra	No Fallacy	-	1	Dann ginge es in unsere Gesellschaft noch mehr runter und drüber, d.h. noch weniger Beachtung von Normen und Werten.
201	8ac8a51dbaed0368	20bd28d53f7870bb	Ausländer sollten an Kommunalwahlen teilnehmen dürfen.	contra	Red Herring	Hasty Generalization	6	Wir wollen die Rechte der Flüchtlinge nicht vergrößern, oder?!
202	974763c5c5238a77	ab9fc93fa0ee149b	Geschäfte sollten jeden Tag rund um die Uhr geöffnet sein.	contra	Red Herring	-	1	Der Abend sollte der Familie gehören.
203	b026c9184d4eda56	ce66d855a615a8d3	Öffentliche Verkehrsmittel sollten kostenlos sein.	pro	Red Herring	Red Herring	7	Das geht bald nicht mehr, da in den meisten Innenstädten Feinstaub-Alarm herrscht.
204	97e5e11db85b5244	9d130e8c9dad679c	Deutschland sollte ein Bedingungsloses Grundeinkommen einführen.	pro	No Fallacy	-	1	Ein bedingungsloses Grundeinkommen sorgt dafür, dass alle Menschen in Deutschland gut leben können.
205	02b70fd6a9168afa	99612762c618e24e	Die Wehrpflicht sollte wieder eingeführt werden.	pro	Appeal to Emotion	-	2	So würden die jungen Leute endlich mal richtig selbstständig, die meisten sind ja heutzutage echte Jammerlappen!
206	613babd9e375658d	82d1dc22b70143d6	Öffentliche Verkehrsmittel sollten kostenlos sein.	pro	Appeal to Emotion	-	1	Haben Sie kein Mitleid mit den vielen Obdachlosen? Durch kostenlosen ÖPNV könnten sie sich das Busfahren leisten.
207	7a1f9658c65d1c04	f26f699a328df918	Kriminelle Ausländer sollten sofort abgeschoben werden.	pro	Appeal to Emotion	-	0	Auf jeden Fall! So ein kriminelles Pack brauchen wir hier nicht! Sollen die doch wieder nach Hause gehen!
208	09bded1efc959910	f46eb8d85fc9d7c1	Man sollte schon ab 16 Jahren wählen dürfen.	contra	Ad Hominem	-	1	Die 16-jährigen haben nur Alkohol und Feiern im Kopf, die würden sowieso nicht zu Wahl gehen, weil sie kein Interesse an Politik haben.
209	50b1deca00a2a8fc	9508224846415f19	Es sollte eine Steuer auf Plastikverpackungen eingeführt werden.	pro	Hasty Generalization	Red Herring	3	In meiner Nachbarschaft gibt es einen McDonalds, und viele, die da rauskommen, schmeißen ihren Müll in die umliegenden Vorgärten. Man muss den Leuten bewusster machen, dass Plastikmüll Umweltverschmutzung ist.
210	978e54814f8ea7ed	99612762c618e24e	Es sollte mehr Videoüberwachung im öffentlichen Raum geben.	pro	No Fallacy	No Fallacy	14	Videoüberwachung erleichtert der Polizei die Ermittlungen nach einer Straftat.
211	a1629d5499e1caf0	6ad8b91223c460de	Man sollte schon ab 16 Jahren wählen dürfen.	pro	Hasty Generalization	Hasty Generalization	3	Meine Tochter wird jetzt 16 und sie interessiert sich brennend für Politik und sie versteht nicht, warum ihre demente Oma wählen darf und sie nicht.
212	0b358fcf16ccd3c9	353ff32a3d673171	Es ist gut, dass Deutschland viele Flüchtlinge aufgenommen hat.	pro	Appeal to Emotion	-	0	Wie unfair wäre es, Leuten, die Krieg und Leiden erfahren haben, teilweise sogar ihre Angehörigen verloren haben, keine Zuflucht zu gewähren.
213	5ae82fd0f2850347	572274d0c1d0db7e	Man sollte militärisch gegen den IS vorgehen.	pro	Appeal to Emotion	-	1	Ich will nicht verantwortlich sein, dass unschuldige Leute sterben müssen, weil wir zu feige waren, IS militärisch zu vernichten.
